event_date,event_type,sub_event_type,actor1,actor2,interaction,admin1,fatalities
2022-02-01,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-02-01,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-02-01,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-02-01,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-02-01,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2022-02-01,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-02-01,Strategic developments,Other,Civilians (Myanmar),,70,Sagaing,0
2022-02-01,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-02-01,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-South,0
2022-02-01,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2022-02-01,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-02-01,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-02-01,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-02-01,Strategic developments,Looting/property destruction,Unidentified Anti-Coup Armed Group,Military Forces of Myanmar (2021-),13,Shan-South,0
2022-02-01,Protests,Excessive force against protesters,Protesters (Myanmar),Unidentified Armed Group (Myanmar),36,Shan-East,4
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Rakhine,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Rakhine,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Rakhine,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Rakhine,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Rakhine,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Ayeyarwady,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Rakhine,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Ayeyarwady,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Mon,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Kachin,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-01-31,Strategic developments,Other,Civilians (Myanmar),,70,Magway,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-31,Strategic developments,Other,Civilians (Myanmar),,70,Magway,0
2022-01-31,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Bago-West,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-31,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-01-31,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-East,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-East,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-South,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Shan-North,0
2022-01-31,Strategic developments,Looting/property destruction,KIO/KIA: Kachin Independence Organization/Kachin Independence Army,Civilians (Myanmar),27,Shan-North,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Rakhine,0
2022-01-31,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-31,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-30,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),People's Defense Force - Yesagyo,13,Magway,0
2022-01-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-01-30,Strategic developments,Other,Civilians (Myanmar),,70,Kayah,0
2022-01-30,Strategic developments,Looting/property destruction,People's Defense Force - Muse,Civilians (Myanmar),37,Shan-North,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayin,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-01-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-30,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-North,0
2022-01-30,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-30,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-01-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Magway,0
2022-01-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-29,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-29,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-North,0
2022-01-29,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Yangon,0
2022-01-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-28,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Mandalay,0
2022-01-28,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Shan-North,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Rakhine,0
2022-01-28,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-01-28,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-28,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Sagaing,0
2022-01-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-27,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-27,Strategic developments,Arrests,Police Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayin,0
2022-01-27,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-27,Strategic developments,Looting/property destruction,Unidentified Armed Group (Myanmar),Civilians (Myanmar),37,Kayin,0
2022-01-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Tanintharyi,0
2022-01-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-) Border Guard Force,Civilians (Myanmar),17,Rakhine,0
2022-01-27,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-01-27,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Chin,0
2022-01-27,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Kayah,0
2022-01-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Yangon,0
2022-01-26,Strategic developments,Change to group/activity,Military Forces of Myanmar (2021-),KNU/KNLA: Karen National Union/Karen National Liberation Army,12,Kayin,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-01-26,Strategic developments,Arrests,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Magway,0
2022-01-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Mandalay,0
2022-01-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Sagaing,0
2022-01-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Ayeyarwady,0
2022-01-26,Protests,Peaceful protest,Protesters (Myanmar),,60,Sagaing,0
2022-01-26,Strategic developments,Looting/property destruction,Military Forces of Myanmar (2021-),Civilians (Myanmar),17,Mandalay,0
